module_id,module_code,module_title,module_type,host_department,primary_lead_name,primary_lead_m3_score,collaborator_rank,collaborator_name,collaborator_position,collaborator_department,collaboration_aspect,aspect_affinity_score,collaboration_suitability_score,rationale
module_0477bdd146378fca,BB1725,Biology of the Cell,taught_academic,Department of Life Sciences,Professor Joanna Bridger,0.43419,1,Dr Valeriia Haberland,Lecturer in Computer Science,Computer Science,Healthcare & Biomedical Applications,0.6184433698654175,0.517080956697464,Enriches 'Biology of the Cell' by delivering specialist guest sessions on 'Healthcare & Biomedical Applications'. Complements Professor Joanna Bridger's (Department of Life Sciences) core delivery with external domain perspectives from Computer Science.
module_04ce400c45e931c0,MG2629,Digital Marketing,taught_academic,"Strategy, Entrepreneurship and Management",Dr Syed Muhammad,0.339087,1,Dr Valeriia Haberland,Lecturer in Computer Science,Computer Science,Healthcare & Biomedical Applications,0.6184433698654175,0.4672401554882526,"Enriches 'Digital Marketing' by delivering specialist guest sessions on 'Healthcare & Biomedical Applications'. Complements Dr Syed Muhammad's (Strategy, Entrepreneurship and Management) core delivery with external domain perspectives from Computer Science."
module_04ce400c45e931c0,MG2629,Digital Marketing,taught_academic,"Strategy, Entrepreneurship and Management",Dr Syed Muhammad,0.339087,2,Dr Abrahim Althonayan,Senior Lecturer in Ops Management,"Strategy, Entrepreneurship and Management","Business Analytics, Enterprise Strategy & Management",0.6061857342720032,0.5373532950878144,"Enriches 'Digital Marketing' by delivering specialist guest sessions on 'Business Analytics, Enterprise Strategy & Management'. Complements Dr Syed Muhammad's (Strategy, Entrepreneurship and Management) core delivery with external domain perspectives from Strategy, Entrepreneurship and Management."
module_04d47f1f1d3435eb,N/A,Chemical Risk Assessment and Management,taught_academic,Civil and Environmental Engineering,Professor Rakesh Kanda,0.418042,1,Dr Andre J. Szameitat,Reader - Psychology,Department of Life Sciences,Behavioural Psychology & Cognitive Science,0.5748533010482788,0.4755748480558395,Enriches 'Chemical Risk Assessment and Management' by delivering specialist guest sessions on 'Behavioural Psychology & Cognitive Science'. Complements Professor Rakesh Kanda's (Civil and Environmental Engineering) core delivery with external domain perspectives from Department of Life Sciences.
module_04d47f1f1d3435eb,N/A,Chemical Risk Assessment and Management,taught_academic,Civil and Environmental Engineering,Professor Rakesh Kanda,0.418042,2,Dr Kok Siew Ng,Senior Lecturer in Chemical Engineering,Chemical Engineering,Environmental Sustainability & Clean Tech,0.5538634061813354,0.5094058275222778,Enriches 'Chemical Risk Assessment and Management' by delivering specialist guest sessions on 'Environmental Sustainability & Clean Tech'. Complements Professor Rakesh Kanda's (Civil and Environmental Engineering) core delivery with external domain perspectives from Chemical Engineering.
module_04d47f1f1d3435eb,N/A,Chemical Risk Assessment and Management,taught_academic,Civil and Environmental Engineering,Professor Rakesh Kanda,0.418042,3,Dr Valeriia Haberland,Lecturer in Computer Science,Computer Science,Healthcare & Biomedical Applications,0.6184433698654175,0.5065571218729019,Enriches 'Chemical Risk Assessment and Management' by delivering specialist guest sessions on 'Healthcare & Biomedical Applications'. Complements Professor Rakesh Kanda's (Civil and Environmental Engineering) core delivery with external domain perspectives from Computer Science.
module_052fb7cca17c1b36,CW5616,Creative Non-Fiction,taught_academic,Arts and Humanities,Dr Emily Horton,0.33265,1,Dr Fotios Spyridonis,Senior Lecturer in Computer Science,Computer Science,"Visual Perception, Graphic Storytelling & HCI",0.5139667391777039,0.44973566532135006,"Enriches 'Creative Non-Fiction' by delivering specialist guest sessions on 'Visual Perception, Graphic Storytelling & HCI'. Complements Dr Emily Horton's (Arts and Humanities) core delivery with external domain perspectives from Computer Science."
module_053c40313a8e04bf,LX5617,Principles of International Commercial Arbitration,taught_academic,Brunel Law School,Dr Filip Balcerzak,0.385197,1,Miss Dilruba Karim,Senior Lecturer in Economics and Finance,"Economics, Finance and Accounting","Macroeconomic Policy, Global Trade & Financial Systems",0.6319730877876282,0.4901132345199585,"Enriches 'Principles of International Commercial Arbitration' by delivering specialist guest sessions on 'Macroeconomic Policy, Global Trade & Financial Systems'. Complements Dr Filip Balcerzak's (Brunel Law School) core delivery with external domain perspectives from Economics, Finance and Accounting."
module_0568d8b94bbe3028,MG3622,Strategic Management,taught_academic,"Strategy, Entrepreneurship and Management",Dr Carolin Decker-Lange,0.320063,1,Dr Abrahim Althonayan,Senior Lecturer in Ops Management,"Strategy, Entrepreneurship and Management","Business Analytics, Enterprise Strategy & Management",0.6061857342720032,0.5631926417350769,"Enriches 'Strategic Management' by delivering specialist guest sessions on 'Business Analytics, Enterprise Strategy & Management'. Complements Dr Carolin Decker-Lange's (Strategy, Entrepreneurship and Management) core delivery with external domain perspectives from Strategy, Entrepreneurship and Management."
module_05b374b64ec07732,ED2709,Education Work Placements 2,independent_project_placement,Education,Dr Lewis Fogarty,0.315623,0,N/A (Exempt Unit),N/A,N/A,Independent Supervision Only,0.0,0.0,Exempt from co-delivery: Independent student research project / placement unit.
module_05e20a758ce415cd,BB1722,Fundamental Biochemistry,taught_academic,Department of Life Sciences,Dr Gudrun Stenbeck,0.293236,1,Dr Valeriia Haberland,Lecturer in Computer Science,Computer Science,Healthcare & Biomedical Applications,0.6184433698654175,0.519752812385559,Enriches 'Fundamental Biochemistry' by delivering specialist guest sessions on 'Healthcare & Biomedical Applications'. Complements Dr Gudrun Stenbeck's (Department of Life Sciences) core delivery with external domain perspectives from Computer Science.
module_062740f87528ceaa,GY2607,Ecosystems Stressors,taught_academic,Department of Life Sciences,Dr Michael Price,0.196046,1,Dr Kok Siew Ng,Senior Lecturer in Chemical Engineering,Chemical Engineering,Environmental Sustainability & Clean Tech,0.5538634061813354,0.5075695872306824,Enriches 'Ecosystems Stressors' by delivering specialist guest sessions on 'Environmental Sustainability & Clean Tech'. Complements Dr Michael Price's (Department of Life Sciences) core delivery with external domain perspectives from Chemical Engineering.
module_068f537a845ed245,CW2606,Life Writing I,taught_academic,Social and Political Sciences,Dr Will Rollason,0.257966,1,Dr Fotios Spyridonis,Senior Lecturer in Computer Science,Computer Science,"Visual Perception, Graphic Storytelling & HCI",0.5139667391777039,0.43916722536087033,"Enriches 'Life Writing I' by delivering specialist guest sessions on 'Visual Perception, Graphic Storytelling & HCI'. Complements Dr Will Rollason's (Social and Political Sciences) core delivery with external domain perspectives from Computer Science."
module_0698b6214bd7b8fd,N/A,Global Public Health and Epidemiology,taught_academic,Department of Life Sciences,Dr Micheal De Barra,0.391588,1,Dr Valeriia Haberland,Lecturer in Computer Science,Computer Science,Healthcare & Biomedical Applications,0.6184433698654175,0.5149486809968948,Enriches 'Global Public Health and Epidemiology' by delivering specialist guest sessions on 'Healthcare & Biomedical Applications'. Complements Dr Micheal De Barra's (Department of Life Sciences) core delivery with external domain perspectives from Computer Science.
module_06bc707f5d96358a,N/A,Advanced Solid Body Mechanics and FEA,taught_academic,Mechanical and Aerospace Engineering,Dr Giulio Alfano,0.401958,1,Professor Simon Shaw,Professor,Mathematics,"Computational Modeling, Numerical Simulation & Algorithms",0.4839523136615753,0.45759475529193877,"Enriches 'Advanced Solid Body Mechanics and FEA' by delivering specialist guest sessions on 'Computational Modeling, Numerical Simulation & Algorithms'. Complements Dr Giulio Alfano's (Mechanical and Aerospace Engineering) core delivery with external domain perspectives from Mathematics."
module_06bcb7544de3c177,PH2605,Mandatory Clinical Training,taught_academic,Department of Health Sciences,Dr Allison Wiseman,0.362951,1,Dr Valeriia Haberland,Lecturer in Computer Science,Computer Science,Healthcare & Biomedical Applications,0.6184433698654175,0.5322495013475418,Enriches 'Mandatory Clinical Training' by delivering specialist guest sessions on 'Healthcare & Biomedical Applications'. Complements Dr Allison Wiseman's (Department of Health Sciences) core delivery with external domain perspectives from Computer Science.
module_06d44bb63968d9e4,N/A,Anthropology and Aesthetics,taught_academic,Arts and Humanities,Dr Katerina Paramana,0.318686,1,Dr Busayawan Lam,Reader,Brunel Design School,"Visual Perception, Graphic Storytelling & HCI",0.46130913496017456,0.46667757630348206,"Enriches 'Anthropology and Aesthetics' by delivering specialist guest sessions on 'Visual Perception, Graphic Storytelling & HCI'. Complements Dr Katerina Paramana's (Arts and Humanities) core delivery with external domain perspectives from Brunel Design School."
module_071075d4c3496e27,EC5630,Data Analytics for Finance,taught_academic,"Economics, Finance and Accounting",Dr Fang Xu,0.412638,1,Dr Abrahim Althonayan,Senior Lecturer in Ops Management,"Strategy, Entrepreneurship and Management","Business Analytics, Enterprise Strategy & Management",0.6061857342720032,0.48607085347175594,"Enriches 'Data Analytics for Finance' by delivering specialist guest sessions on 'Business Analytics, Enterprise Strategy & Management'. Complements Dr Fang Xu's (Economics, Finance and Accounting) core delivery with external domain perspectives from Strategy, Entrepreneurship and Management."
module_071075d4c3496e27,EC5630,Data Analytics for Finance,taught_academic,"Economics, Finance and Accounting",Dr Fang Xu,0.412638,2,Dr Yan Qu,Lecturer (Education) in Mathematics / Statistics,Mathematics,Behavioural Economics & Decision Sciences,0.3341655731201172,0.34074015021324155,"Enriches 'Data Analytics for Finance' by delivering specialist guest sessions on 'Behavioural Economics & Decision Sciences'. Complements Dr Fang Xu's (Economics, Finance and Accounting) core delivery with external domain perspectives from Mathematics."
module_071075d4c3496e27,EC5630,Data Analytics for Finance,taught_academic,"Economics, Finance and Accounting",Dr Fang Xu,0.412638,3,Dr Pamela Nika,Senior Lecturer in Corporate Finance Law,Brunel Law School,"Macroeconomic Policy, Global Trade & Financial Systems",0.49392443895339966,0.46359693408012387,"Enriches 'Data Analytics for Finance' by delivering specialist guest sessions on 'Macroeconomic Policy, Global Trade & Financial Systems'. Complements Dr Fang Xu's (Economics, Finance and Accounting) core delivery with external domain perspectives from Brunel Law School."
module_075f0e659271abc5,SP1606,Fundamentals of Human Anatomy and Physiology,taught_academic,Department of Life Sciences,Professor Jose Gonzalez-Alonso,0.326146,1,Dr Valeriia Haberland,Lecturer in Computer Science,Computer Science,Healthcare & Biomedical Applications,0.6184433698654175,0.5211431086063385,Enriches 'Fundamentals of Human Anatomy and Physiology' by delivering specialist guest sessions on 'Healthcare & Biomedical Applications'. Complements Professor Jose Gonzalez-Alonso's (Department of Life Sciences) core delivery with external domain perspectives from Computer Science.
module_07741bb43b03566d,N/A,Clinical Placement A,independent_project_placement,Arts and Humanities,Dr Katerina Paramana,0.266218,0,N/A (Exempt Unit),N/A,N/A,Independent Supervision Only,0.0,0.0,Exempt from co-delivery: Independent student research project / placement unit.
module_07cddc5ffa958118,SP1612,Introduction to the Psychology of Sport and Exercise,taught_academic,Department of Life Sciences,Dr Rich Mullen,0.526325,1,Dr Sven Fischer,Lecturer in Economics,"Economics, Finance and Accounting",Behavioural Economics & Decision Sciences,0.6018108129501343,0.47228962630033494,"Enriches 'Introduction to the Psychology of Sport and Exercise' by delivering specialist guest sessions on 'Behavioural Economics & Decision Sciences'. Complements Dr Rich Mullen's (Department of Life Sciences) core delivery with external domain perspectives from Economics, Finance and Accounting."
module_07cddc5ffa958118,SP1612,Introduction to the Psychology of Sport and Exercise,taught_academic,Department of Life Sciences,Dr Rich Mullen,0.526325,2,Dr Dominic Orth,Senior Lecturer Physiotherapy,Department of Health Sciences,Behavioural Psychology & Cognitive Science,0.2931367754936218,0.40268521904945376,Enriches 'Introduction to the Psychology of Sport and Exercise' by delivering specialist guest sessions on 'Behavioural Psychology & Cognitive Science'. Complements Dr Rich Mullen's (Department of Life Sciences) core delivery with external domain perspectives from Department of Health Sciences.
module_080180048d4e7090,GD1608,Games Design 1: Introduction to Game Design,taught_academic,Arts and Humanities,Mr Chris Cox,0.386411,1,Dr Harry Agius,Senior Lecturer in Computing,Brunel Design School,"Visual Perception, Graphic Storytelling & HCI",0.49546897411346436,0.5139379858970642,"Enriches 'Games Design 1: Introduction to Game Design' by delivering specialist guest sessions on 'Visual Perception, Graphic Storytelling & HCI'. Complements Mr Chris Cox's (Arts and Humanities) core delivery with external domain perspectives from Brunel Design School."
module_080180048d4e7090,GD1608,Games Design 1: Introduction to Game Design,taught_academic,Arts and Humanities,Mr Chris Cox,0.386411,2,Dr Sven Fischer,Lecturer in Economics,"Economics, Finance and Accounting",Behavioural Economics & Decision Sciences,0.6018108129501343,0.4572424918413162,"Enriches 'Games Design 1: Introduction to Game Design' by delivering specialist guest sessions on 'Behavioural Economics & Decision Sciences'. Complements Mr Chris Cox's (Arts and Humanities) core delivery with external domain perspectives from Economics, Finance and Accounting."
module_0811c957027d39c8,MG5577,International and Comparative Human Resource Management,taught_academic,"Strategy, Entrepreneurship and Management",Dr Sabeen Ahmad,0.322675,1,Dr Andre J. Szameitat,Reader - Psychology,Department of Life Sciences,Behavioural Psychology & Cognitive Science,0.5748533010482788,0.4589096486568451,"Enriches 'International and Comparative Human Resource Management' by delivering specialist guest sessions on 'Behavioural Psychology & Cognitive Science'. Complements Dr Sabeen Ahmad's (Strategy, Entrepreneurship and Management) core delivery with external domain perspectives from Department of Life Sciences."
module_0811c957027d39c8,MG5577,International and Comparative Human Resource Management,taught_academic,"Strategy, Entrepreneurship and Management",Dr Sabeen Ahmad,0.322675,2,Dr Abrahim Althonayan,Senior Lecturer in Ops Management,"Strategy, Entrepreneurship and Management","Business Analytics, Enterprise Strategy & Management",0.6061857342720032,0.5223724067211151,"Enriches 'International and Comparative Human Resource Management' by delivering specialist guest sessions on 'Business Analytics, Enterprise Strategy & Management'. Complements Dr Sabeen Ahmad's (Strategy, Entrepreneurship and Management) core delivery with external domain perspectives from Strategy, Entrepreneurship and Management."
